NAME,AGE,SEX,AFFILIATION,GROUP,POSITION,CLASS,SURVIVED
"Dean, Master. Bertram Vere",1.0,Male,Passengers,Not applicable,Not applicable,Third,True
"Dean, Miss. Elizabeth Gladys 'Millvina'",0.0,Female,Passengers,Not applicable,Not applicable,Third,True
"Dean, Mr. Bertram Frank",26.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Dean, Mrs. Bertram (Eva Georgetta Light)",33.0,Female,Passengers,Not applicable,Not applicable,Third,True
"Delalic, Mr. Redjo",25.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Demetri, Mr. Marinko",,Male,Passengers,Not applicable,Not applicable,Third,False
"Denkoff, Mr. Mitto",,Male,Passengers,Not applicable,Not applicable,Third,False
"Dennis, Mr. Samuel",22.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Dennis, Mr. William",36.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Devaney, Miss. Margaret Delia",19.0,Female,Passengers,Not applicable,Not applicable,Third,True
"Dika, Mr. Mirko",17.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Dimic, Mr. Jovan",42.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Dintcheff, Mr. Valtcho",43.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Doharr, Mr. Tannous",,Male,Passengers,Not applicable,Not applicable,Third,False
"Dooley, Mr. Patrick",32.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Dorking, Mr. Edward Arthur",19.0,Male,Passengers,Not applicable,Not applicable,Third,True
"Dowdell, Miss. Elizabeth",30.0,Female,Passengers,Not applicable,Not applicable,Third,True
"Doyle, Miss. Elizabeth",24.0,Female,Passengers,Not applicable,Not applicable,Third,False
"Drapkin, Miss. Jennie",23.0,Female,Passengers,Not applicable,Not applicable,Third,True
"Drazenoic, Mr. Jozef",33.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Duane, Mr. Frank",65.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Duquemin, Mr. Joseph",24.0,Male,Passengers,Not applicable,Not applicable,Third,True
"Dyker, Mr. Adolf Fredrik",23.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Dyker, Mrs. Adolf Fredrik (Anna Elisabeth Judith Andersson)",22.0,Female,Passengers,Not applicable,Not applicable,Third,True
"Edvardsson, Mr. Gustaf Hjalmar",18.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Eklund, Mr. Hans Linus",16.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Ekstrom, Mr. Johan",45.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Elias, Mr. Dibo",,Male,Passengers,Not applicable,Not applicable,Third,False
"Elias, Mr. Joseph",39.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Elias, Mr. Joseph Jr",17.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Elias, Mr. Tannous",15.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Elsbury, Mr. William James",47.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Emanuel, Miss. Virginia Ethel",5.0,Female,Passengers,Not applicable,Not applicable,Third,True
"Emir, Mr. Farred Chehab",,Male,Passengers,Not applicable,Not applicable,Third,False
"Everett, Mr. Thomas James",40.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Farrell, Mr. James",40.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Finoli, Mr. Luigi",,Male,Passengers,Not applicable,Not applicable,Third,True
"Fischer, Mr. Eberhard Thelander",18.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Fleming, Miss. Honora",,Female,Passengers,Not applicable,Not applicable,Third,False
"Flynn, Mr. James",,Male,Passengers,Not applicable,Not applicable,Third,False
"Flynn, Mr. John",,Male,Passengers,Not applicable,Not applicable,Third,False
"Foley, Mr. Joseph",26.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Foley, Mr. William",,Male,Passengers,Not applicable,Not applicable,Third,False
"Foo, Mr. Choong",,Male,Passengers,Not applicable,Not applicable,Third,True
"Ford, Miss. Doolina Margaret 'Daisy'",21.0,Female,Passengers,Not applicable,Not applicable,Third,False
"Ford, Miss. Robina Maggie 'Ruby'",9.0,Female,Passengers,Not applicable,Not applicable,Third,False
"Ford, Mr. Arthur",,Male,Passengers,Not applicable,Not applicable,Third,False
"Ford, Mr. Edward Watson",18.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Ford, Mr. William Neal",16.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Ford, Mrs. Edward (Margaret Ann Watson)",48.0,Female,Passengers,Not applicable,Not applicable,Third,False
"Fox, Mr. Patrick",,Male,Passengers,Not applicable,Not applicable,Third,False
"Franklin, Mr. Charles (Charles Fardon)",,Male,Passengers,Not applicable,Not applicable,Third,False
"Gallagher, Mr. Martin",25.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Garfirth, Mr. John",,Male,Passengers,Not applicable,Not applicable,Third,False
"Gheorgheff, Mr. Stanio",,Male,Passengers,Not applicable,Not applicable,Third,False
"Gilinski, Mr. Eliezer",22.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Gilnagh, Miss. Katherine 'Katie'",16.0,Female,Passengers,Not applicable,Not applicable,Third,True
"Glynn, Miss. Mary Agatha",,Female,Passengers,Not applicable,Not applicable,Third,True
"Goldsmith, Master. Frank John William 'Frankie'",9.0,Male,Passengers,Not applicable,Not applicable,Third,True
"Goldsmith, Mr. Frank John",33.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Goldsmith, Mr. Nathan",41.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Goldsmith, Mrs. Frank John (Emily Alice Brown)",31.0,Female,Passengers,Not applicable,Not applicable,Third,True
"Goncalves, Mr. Manuel Estanslas",38.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Goodwin, Master. Harold Victor",9.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Goodwin, Master. Sidney Leonard",1.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Goodwin, Master. William Frederick",11.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Goodwin, Miss. Jessie Allis",10.0,Female,Passengers,Not applicable,Not applicable,Third,False
"Goodwin, Miss. Lillian Amy",16.0,Female,Passengers,Not applicable,Not applicable,Third,False
"Goodwin, Mr. Charles Edward",14.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Goodwin, Mr. Charles Frederick",40.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Goodwin, Mrs. Frederick (Augusta Tyler)",43.0,Female,Passengers,Not applicable,Not applicable,Third,False
"Green, Mr. George Henry",51.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Gronnestad, Mr. Daniel Danielsen",32.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Guest, Mr. Robert",,Male,Passengers,Not applicable,Not applicable,Third,False
"Gustafsson, Mr. Alfred Ossian",20.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Gustafsson, Mr. Anders Vilhelm",37.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Gustafsson, Mr. Johan Birger",28.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Gustafsson, Mr. Karl Gideon",19.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Haas, Miss. Aloisia",24.0,Female,Passengers,Not applicable,Not applicable,Third,False
"Hagardon, Miss. Kate",17.0,Female,Passengers,Not applicable,Not applicable,Third,False
"Hagland, Mr. Ingvald Olai Olsen",,Male,Passengers,Not applicable,Not applicable,Third,False
"Hagland, Mr. Konrad Mathias Reiersen",,Male,Passengers,Not applicable,Not applicable,Third,False
"Hakkarainen, Mr. Pekka Pietari",28.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Hakkarainen, Mrs. Pekka Pietari (Elin Matilda Dolck)",24.0,Female,Passengers,Not applicable,Not applicable,Third,True
"Hampe, Mr. Leon",20.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Hanna, Mr. Mansour",24.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Hansen, Mr. Claus Peter",41.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Hansen, Mr. Henrik Juul",26.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Hansen, Mr. Henry Damsgaard",21.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Hansen, Mrs. Claus Peter (Jennie L Howard)",45.0,Female,Passengers,Not applicable,Not applicable,Third,True
"Harknett, Miss. Alice Phoebe",,Female,Passengers,Not applicable,Not applicable,Third,False
"Harmer, Mr. Abraham (David Lishin)",25.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Hart, Mr. Henry",,Male,Passengers,Not applicable,Not applicable,Third,False
"Hassan, Mr. Houssein G N",11.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Healy, Miss. Hanora 'Nora'",,Female,Passengers,Not applicable,Not applicable,Third,True
"Hedman, Mr. Oskar Arvid",27.0,Male,Passengers,Not applicable,Not applicable,Third,True
"Hee, Mr. Ling",,Male,Passengers,Not applicable,Not applicable,Third,True
"Hegarty, Miss. Hanora 'Nora'",18.0,Female,Passengers,Not applicable,Not applicable,Third,False
"Heikkinen, Miss. Laina",26.0,Female,Passengers,Not applicable,Not applicable,Third,True
"Heininen, Miss. Wendla Maria",23.0,Female,Passengers,Not applicable,Not applicable,Third,False
"Hellstrom, Miss. Hilda Maria",22.0,Female,Passengers,Not applicable,Not applicable,Third,True
"Hendekovic, Mr. Ignjac",28.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Henriksson, Miss. Jenny Lovisa",28.0,Female,Passengers,Not applicable,Not applicable,Third,False
"Henry, Miss. Delia",,Female,Passengers,Not applicable,Not applicable,Third,False
"Hirvonen, Miss. Hildur E",2.0,Female,Passengers,Not applicable,Not applicable,Third,True
"Hirvonen, Mrs. Alexander (Helga E Lindqvist)",22.0,Female,Passengers,Not applicable,Not applicable,Third,True
"Holm, Mr. John Fredrik Alexander",43.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Holthen, Mr. Johan Martin",28.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Honkanen, Miss. Eliina",27.0,Female,Passengers,Not applicable,Not applicable,Third,True
"Horgan, Mr. John",,Male,Passengers,Not applicable,Not applicable,Third,False
"Howard, Miss. May Elizabeth",,Female,Passengers,Not applicable,Not applicable,Third,True
"Humblen, Mr. Adolf Mathias Nicolai Olsen",42.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Hyman, Mr. Abraham",,Male,Passengers,Not applicable,Not applicable,Third,True
"Ibrahim Shawah, Mr. Yousseff",30.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Ilieff, Mr. Ylio",,Male,Passengers,Not applicable,Not applicable,Third,False
"Ilmakangas, Miss. Ida Livija",27.0,Female,Passengers,Not applicable,Not applicable,Third,False
"Ilmakangas, Miss. Pieta Sofia",25.0,Female,Passengers,Not applicable,Not applicable,Third,False
"Ivanoff, Mr. Kanio",,Male,Passengers,Not applicable,Not applicable,Third,False
"Jalsevac, Mr. Ivan",29.0,Male,Passengers,Not applicable,Not applicable,Third,True
"Jansson, Mr. Carl Olof",21.0,Male,Passengers,Not applicable,Not applicable,Third,True
"Jardin, Mr. Jose Neto",,Male,Passengers,Not applicable,Not applicable,Third,False
"Jensen, Mr. Hans Peder",20.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Jensen, Mr. Niels Peder",48.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Jensen, Mr. Svend Lauritz",17.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Jermyn, Miss. Annie",,Female,Passengers,Not applicable,Not applicable,Third,True
"Johannesen-Bratthammer, Mr. Bernt",,Male,Passengers,Not applicable,Not applicable,Third,True
"Johanson, Mr. Jakob Alfred",34.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Johansson Palmquist, Mr. Oskar Leander",26.0,Male,Passengers,Not applicable,Not applicable,Third,True
"Johansson, Mr. Erik",22.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Johansson, Mr. Gustaf Joel",33.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Johansson, Mr. Karl Johan",31.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Johansson, Mr. Nils",29.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Johnson, Master. Harold Theodor",4.0,Male,Passengers,Not applicable,Not applicable,Third,True
"Johnson, Miss. Eleanor Ileen",1.0,Female,Passengers,Not applicable,Not applicable,Third,True
"Johnson, Mr. Alfred",49.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Johnson, Mr. Malkolm Joackim",33.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Johnson, Mr. William Cahoone Jr",19.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Johnson, Mrs. Oscar W (Elisabeth Vilhelmina Berg)",27.0,Female,Passengers,Not applicable,Not applicable,Third,True
"Johnston, Master. William Arthur 'Willie'",,Male,Passengers,Not applicable,Not applicable,Third,False
"Johnston, Miss. Catherine Helen 'Carrie'",,Female,Passengers,Not applicable,Not applicable,Third,False
"Johnston, Mr. Andrew G",,Male,Passengers,Not applicable,Not applicable,Third,False
"Johnston, Mrs. Andrew G (Elizabeth 'Lily' Watson)",,Female,Passengers,Not applicable,Not applicable,Third,False
"Jonkoff, Mr. Lalio",23.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Jonsson, Mr. Carl",32.0,Male,Passengers,Not applicable,Not applicable,Third,True
"Jonsson, Mr. Nils Hilding",27.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Jussila, Miss. Katriina",20.0,Female,Passengers,Not applicable,Not applicable,Third,False
"Jussila, Miss. Mari Aina",21.0,Female,Passengers,Not applicable,Not applicable,Third,False
"Jussila, Mr. Eiriik",32.0,Male,Passengers,Not applicable,Not applicable,Third,True
"Kallio, Mr. Nikolai Erland",17.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Kalvik, Mr. Johannes Halvorsen",21.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Karaic, Mr. Milan",30.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Karlsson, Mr. Einar Gervasius",21.0,Male,Passengers,Not applicable,Not applicable,Third,True
"Karlsson, Mr. Julius Konrad Eugen",33.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Karlsson, Mr. Nils August",22.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Karun, Miss. Manca",4.0,Female,Passengers,Not applicable,Not applicable,Third,True
"Karun, Mr. Franz",39.0,Male,Passengers,Not applicable,Not applicable,Third,True
"Kassem, Mr. Fared",,Male,Passengers,Not applicable,Not applicable,Third,False
"Katavelas, Mr. Vassilios ('Catavelas Vassilios')",18.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Keane, Mr. Andrew 'Andy'",,Male,Passengers,Not applicable,Not applicable,Third,False
"Keefe, Mr. Arthur",,Male,Passengers,Not applicable,Not applicable,Third,False
"Kelly, Miss. Anna Katherine 'Annie Kate'",,Female,Passengers,Not applicable,Not applicable,Third,True
"Kelly, Miss. Mary",,Female,Passengers,Not applicable,Not applicable,Third,True
"Kelly, Mr. James",44.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Kennedy, Mr. John",,Male,Passengers,Not applicable,Not applicable,Third,True
"Khalil, Mr. Betros",,Male,Passengers,Not applicable,Not applicable,Third,False
"Khalil, Mrs. Betros (Zahie 'Maria' Elias)",,Female,Passengers,Not applicable,Not applicable,Third,False
"Kiernan, Mr. John",,Male,Passengers,Not applicable,Not applicable,Third,False
"Kiernan, Mr. Philip",,Male,Passengers,Not applicable,Not applicable,Third,False
"Kilgannon, Mr. Thomas J",,Male,Passengers,Not applicable,Not applicable,Third,False
"Kink, Miss. Maria",22.0,Female,Passengers,Not applicable,Not applicable,Third,False
"Kink, Mr. Vincenz",26.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Kink-Heilmann, Miss. Luise Gretchen",4.0,Female,Passengers,Not applicable,Not applicable,Third,True
"Kink-Heilmann, Mr. Anton",29.0,Male,Passengers,Not applicable,Not applicable,Third,True
"Kink-Heilmann, Mrs. Anton (Luise Heilmann)",26.0,Female,Passengers,Not applicable,Not applicable,Third,True
"Klasen, Miss. Gertrud Emilia",1.0,Female,Passengers,Not applicable,Not applicable,Third,False
"Klasen, Mr. Klas Albin",18.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Klasen, Mrs. (Hulda Kristina Eugenia Lofqvist)",36.0,Female,Passengers,Not applicable,Not applicable,Third,False
"Kraeff, Mr. Theodor",,Male,Passengers,Not applicable,Not applicable,Third,False
"Krekorian, Mr. Neshan",25.0,Male,Passengers,Not applicable,Not applicable,Third,True
"Lahoud, Mr. Sarkis",,Male,Passengers,Not applicable,Not applicable,Third,False
"Laitinen, Miss. Kristina Sofia",37.0,Female,Passengers,Not applicable,Not applicable,Third,False
"Laleff, Mr. Kristo",,Male,Passengers,Not applicable,Not applicable,Third,False
"Lam, Mr. Ali",,Male,Passengers,Not applicable,Not applicable,Third,True
"Lam, Mr. Len",,Male,Passengers,Not applicable,Not applicable,Third,False
"Landergren, Miss. Aurora Adelia",22.0,Female,Passengers,Not applicable,Not applicable,Third,True
"Lane, Mr. Patrick",,Male,Passengers,Not applicable,Not applicable,Third,False
"Lang, Mr. Fang",26.0,Male,Passengers,Not applicable,Not applicable,Third,True
"Larsson, Mr. August Viktor",29.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Larsson, Mr. Bengt Edvin",29.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Larsson-Rondberg, Mr. Edvard A",22.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Leeni, Mr. Fahim ('Philip Zenni')",22.0,Male,Passengers,Not applicable,Not applicable,Third,True
"Lefebre, Master. Henry Forbes",,Male,Passengers,Not applicable,Not applicable,Third,False
"Lefebre, Miss. Ida",,Female,Passengers,Not applicable,Not applicable,Third,False
"Lefebre, Miss. Jeannie",,Female,Passengers,Not applicable,Not applicable,Third,False
"Lefebre, Miss. Mathilde",,Female,Passengers,Not applicable,Not applicable,Third,False
"Lefebre, Mrs. Frank (Frances)",,Female,Passengers,Not applicable,Not applicable,Third,False
"Leinonen, Mr. Antti Gustaf",32.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Lemberopolous, Mr. Peter L",34.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Lennon, Miss. Mary",,Female,Passengers,Not applicable,Not applicable,Third,False
"Lennon, Mr. Denis",,Male,Passengers,Not applicable,Not applicable,Third,False
"Leonard, Mr. Lionel",36.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Lester, Mr. James",39.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Lievens, Mr. Rene Aime",24.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Lindahl, Miss. Agda Thorilda Viktoria",25.0,Female,Passengers,Not applicable,Not applicable,Third,False
"Lindblom, Miss. Augusta Charlotta",45.0,Female,Passengers,Not applicable,Not applicable,Third,False
"Lindell, Mr. Edvard Bengtsson",36.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Lindell, Mrs. Edvard Bengtsson (Elin Gerda Persson)",30.0,Female,Passengers,Not applicable,Not applicable,Third,False
"Lindqvist, Mr. Eino William",20.0,Male,Passengers,Not applicable,Not applicable,Third,True
"Linehan, Mr. Michael",,Male,Passengers,Not applicable,Not applicable,Third,False
"Ling, Mr. Lee",28.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Lithman, Mr. Simon",,Male,Passengers,Not applicable,Not applicable,Third,False
"Lobb, Mr. William Arthur",30.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",26.0,Female,Passengers,Not applicable,Not applicable,Third,False
"Lockyer, Mr. Edward",,Male,Passengers,Not applicable,Not applicable,Third,False
"Lovell, Mr. John Hall ('Henry')",20.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Lulic, Mr. Nikola",27.0,Male,Passengers,Not applicable,Not applicable,Third,True
"Lundahl, Mr. Johan Svensson",51.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Lundin, Miss. Olga Elida",23.0,Female,Passengers,Not applicable,Not applicable,Third,True
"Lundstrom, Mr. Thure Edvin",32.0,Male,Passengers,Not applicable,Not applicable,Third,True
"Lyntakoff, Mr. Stanko",,Male,Passengers,Not applicable,Not applicable,Third,False
"MacKay, Mr. George William",,Male,Passengers,Not applicable,Not applicable,Third,False
"Madigan, Miss. Margaret 'Maggie'",,Female,Passengers,Not applicable,Not applicable,Third,True
"Madsen, Mr. Fridtjof Arne",24.0,Male,Passengers,Not applicable,Not applicable,Third,True
"Maenpaa, Mr. Matti Alexanteri",22.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Mahon, Miss. Bridget Delia",,Female,Passengers,Not applicable,Not applicable,Third,False
"Mahon, Mr. John",,Male,Passengers,Not applicable,Not applicable,Third,False
"Maisner, Mr. Simon",,Male,Passengers,Not applicable,Not applicable,Third,False
"Makinen, Mr. Kalle Edvard",29.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Mamee, Mr. Hanna",,Male,Passengers,Not applicable,Not applicable,Third,True
"Mangan, Miss. Mary",30.0,Female,Passengers,Not applicable,Not applicable,Third,False
"Mannion, Miss. Margareth",,Female,Passengers,Not applicable,Not applicable,Third,True
"Mardirosian, Mr. Sarkis",,Male,Passengers,Not applicable,Not applicable,Third,False
"Markoff, Mr. Marin",35.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Markun, Mr. Johann",33.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Masselmani, Mrs. Fatima",,Female,Passengers,Not applicable,Not applicable,Third,True
"Matinoff, Mr. Nicola",,Male,Passengers,Not applicable,Not applicable,Third,False
"McCarthy, Miss. Catherine 'Katie'",,Female,Passengers,Not applicable,Not applicable,Third,True
"McCormack, Mr. Thomas Joseph",,Male,Passengers,Not applicable,Not applicable,Third,True
"McCoy, Miss. Agnes",,Female,Passengers,Not applicable,Not applicable,Third,True
"McCoy, Miss. Alicia",,Female,Passengers,Not applicable,Not applicable,Third,True
"McCoy, Mr. Bernard",,Male,Passengers,Not applicable,Not applicable,Third,True
"McDermott, Miss. Brigdet Delia",,Female,Passengers,Not applicable,Not applicable,Third,True
"McEvoy, Mr. Michael",,Male,Passengers,Not applicable,Not applicable,Third,False
"McGovern, Miss. Mary",,Female,Passengers,Not applicable,Not applicable,Third,True
"McGowan, Miss. Anna 'Annie'",15.0,Female,Passengers,Not applicable,Not applicable,Third,True
"McGowan, Miss. Katherine",35.0,Female,Passengers,Not applicable,Not applicable,Third,False
"McMahon, Mr. Martin",,Male,Passengers,Not applicable,Not applicable,Third,False
"McNamee, Mr. Neal",24.0,Male,Passengers,Not applicable,Not applicable,Third,False
"McNamee, Mrs. Neal (Eileen O'Leary)",19.0,Female,Passengers,Not applicable,Not applicable,Third,False
"McNeill, Miss. Bridget",,Female,Passengers,Not applicable,Not applicable,Third,False
"Meanwell, Miss. (Marion Ogden)",,Female,Passengers,Not applicable,Not applicable,Third,False
"Meek, Mrs. Thomas (Annie Louise Rowley)",,Female,Passengers,Not applicable,Not applicable,Third,False
"Meo, Mr. Alfonzo",56.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Mernagh, Mr. Robert",,Male,Passengers,Not applicable,Not applicable,Third,False
"Midtsjo, Mr. Karl Albert",21.0,Male,Passengers,Not applicable,Not applicable,Third,True
"Miles, Mr. Frank",,Male,Passengers,Not applicable,Not applicable,Third,False
"Mineff, Mr. Ivan",24.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Minkoff, Mr. Lazar",21.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Mionoff, Mr. Stoytcho",28.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Mitkoff, Mr. Mito",,Male,Passengers,Not applicable,Not applicable,Third,False
"Mockler, Miss. Helen Mary 'Ellie'",,Female,Passengers,Not applicable,Not applicable,Third,True
"Moen, Mr. Sigurd Hansen",25.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Moor, Master. Meier",6.0,Male,Passengers,Not applicable,Not applicable,Third,True
"Moor, Mrs. (Beila)",27.0,Female,Passengers,Not applicable,Not applicable,Third,True
"Moore, Mr. Leonard Charles",,Male,Passengers,Not applicable,Not applicable,Third,False
"Moran, Miss. Bertha",,Female,Passengers,Not applicable,Not applicable,Third,True
"Moran, Mr. Daniel J",,Male,Passengers,Not applicable,Not applicable,Third,False
"Moran, Mr. James",,Male,Passengers,Not applicable,Not applicable,Third,False
"Morley, Mr. William",34.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Morrow, Mr. Thomas Rowan",,Male,Passengers,Not applicable,Not applicable,Third,False
"Moss, Mr. Albert Johan",,Male,Passengers,Not applicable,Not applicable,Third,True
"Moubarek, Master. Gerios",,Male,Passengers,Not applicable,Not applicable,Third,True
"Moubarek, Master. Halim Gonios ('William George')",,Male,Passengers,Not applicable,Not applicable,Third,True
"Moubarek, Mrs. George (Omine 'Amenia' Alexander)",,Female,Passengers,Not applicable,Not applicable,Third,True
"Moussa, Mrs. (Mantoura Boulos)",,Female,Passengers,Not applicable,Not applicable,Third,True
"Moutal, Mr. Rahamin Haim",,Male,Passengers,Not applicable,Not applicable,Third,False
"Mullens, Miss. Katherine 'Katie'",,Female,Passengers,Not applicable,Not applicable,Third,True
"Mulvihill, Miss. Bertha E",24.0,Female,Passengers,Not applicable,Not applicable,Third,True
"Murdlin, Mr. Joseph",,Male,Passengers,Not applicable,Not applicable,Third,False
"Murphy, Miss. Katherine 'Kate'",,Female,Passengers,Not applicable,Not applicable,Third,True
"Murphy, Miss. Margaret Jane",,Female,Passengers,Not applicable,Not applicable,Third,True
"Murphy, Miss. Nora",,Female,Passengers,Not applicable,Not applicable,Third,True
"Myhrman, Mr. Pehr Fabian Oliver Malkolm",18.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Naidenoff, Mr. Penko",22.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Najib, Miss. Adele Kiamie 'Jane'",15.0,Female,Passengers,Not applicable,Not applicable,Third,True
"Nakid, Miss. Maria ('Mary')",1.0,Female,Passengers,Not applicable,Not applicable,Third,True
"Nakid, Mr. Sahid",20.0,Male,Passengers,Not applicable,Not applicable,Third,True
"Nakid, Mrs. Said (Waika 'Mary' Mowad)",19.0,Female,Passengers,Not applicable,Not applicable,Third,True
"Nancarrow, Mr. William Henry",33.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Nankoff, Mr. Minko",,Male,Passengers,Not applicable,Not applicable,Third,False
"Nasr, Mr. Mustafa",,Male,Passengers,Not applicable,Not applicable,Third,False
"Naughton, Miss. Hannah",,Female,Passengers,Not applicable,Not applicable,Third,False
"Nenkoff, Mr. Christo",,Male,Passengers,Not applicable,Not applicable,Third,False
"Nicola-Yarred, Master. Elias",12.0,Male,Passengers,Not applicable,Not applicable,Third,True
"Nicola-Yarred, Miss. Jamila",14.0,Female,Passengers,Not applicable,Not applicable,Third,True
"Nieminen, Miss. Manta Josefina",29.0,Female,Passengers,Not applicable,Not applicable,Third,False
"Niklasson, Mr. Samuel",28.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Nilsson, Miss. Berta Olivia",18.0,Female,Passengers,Not applicable,Not applicable,Third,True
"Nilsson, Miss. Helmina Josefina",26.0,Female,Passengers,Not applicable,Not applicable,Third,True
"Nilsson, Mr. August Ferdinand",21.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Nirva, Mr. Iisakki Antino Aijo",41.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Niskanen, Mr. Juha",39.0,Male,Passengers,Not applicable,Not applicable,Third,True
"Nosworthy, Mr. Richard Cater",21.0,Male,Passengers,Not applicable,Not applicable,Third,False
