NAME,AGE,SEX,AFFILIATION,GROUP,POSITION,CLASS,SURVIVED
"Novel, Mr. Mansouer",28.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Nysten, Miss. Anna Sofia",22.0,Female,Passengers,Not applicable,Not applicable,Third,True
"Nysveen, Mr. Johan Hansen",61.0,Male,Passengers,Not applicable,Not applicable,Third,False
"O'Brien, Mr. Thomas",,Male,Passengers,Not applicable,Not applicable,Third,False
"O'Brien, Mr. Timothy",,Male,Passengers,Not applicable,Not applicable,Third,False
"O'Brien, Mrs. Thomas (Johanna 'Hannah' Godfrey)",,Female,Passengers,Not applicable,Not applicable,Third,True
"O'Connell, Mr. Patrick D",,Male,Passengers,Not applicable,Not applicable,Third,False
"O'Connor, Mr. Maurice",,Male,Passengers,Not applicable,Not applicable,Third,False
"O'Connor, Mr. Patrick",,Male,Passengers,Not applicable,Not applicable,Third,False
"Odahl, Mr. Nils Martin",23.0,Male,Passengers,Not applicable,Not applicable,Third,False
"O'Donoghue, Ms. Bridget",,Female,Passengers,Not applicable,Not applicable,Third,False
"O'Driscoll, Miss. Bridget",,Female,Passengers,Not applicable,Not applicable,Third,True
"O'Dwyer, Miss. Ellen 'Nellie'",,Female,Passengers,Not applicable,Not applicable,Third,True
"Ohman, Miss. Velin",22.0,Female,Passengers,Not applicable,Not applicable,Third,True
"O'Keefe, Mr. Patrick",,Male,Passengers,Not applicable,Not applicable,Third,True
"O'Leary, Miss. Hanora 'Norah'",,Female,Passengers,Not applicable,Not applicable,Third,True
"Olsen, Master. Artur Karl",9.0,Male,Passengers,Not applicable,Not applicable,Third,True
"Olsen, Mr. Henry Margido",28.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Olsen, Mr. Karl Siegwart Andreas",42.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Olsen, Mr. Ole Martin",,Male,Passengers,Not applicable,Not applicable,Third,False
"Olsson, Miss. Elina",31.0,Female,Passengers,Not applicable,Not applicable,Third,False
"Olsson, Mr. Nils Johan Goransson",28.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Olsson, Mr. Oscar Wilhelm",32.0,Male,Passengers,Not applicable,Not applicable,Third,True
"Olsvigen, Mr. Thor Anderson",20.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Oreskovic, Miss. Jelka",23.0,Female,Passengers,Not applicable,Not applicable,Third,False
"Oreskovic, Miss. Marija",20.0,Female,Passengers,Not applicable,Not applicable,Third,False
"Oreskovic, Mr. Luka",20.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Osen, Mr. Olaf Elon",16.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Osman, Mrs. Mara",31.0,Female,Passengers,Not applicable,Not applicable,Third,True
"O'Sullivan, Miss. Bridget Mary",,Female,Passengers,Not applicable,Not applicable,Third,False
"Palsson, Master. Gosta Leonard",2.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Palsson, Master. Paul Folke",6.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Palsson, Miss. Stina Viola",3.0,Female,Passengers,Not applicable,Not applicable,Third,False
"Palsson, Miss. Torborg Danira",8.0,Female,Passengers,Not applicable,Not applicable,Third,False
"Palsson, Mrs. Nils (Alma Cornelia Berglund)",29.0,Female,Passengers,Not applicable,Not applicable,Third,False
"Panula, Master. Eino Viljami",1.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Panula, Master. Juha Niilo",7.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Panula, Master. Urho Abraham",2.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Panula, Mr. Ernesti Arvid",16.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Panula, Mr. Jaako Arnold",14.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Panula, Mrs. Juha (Maria Emilia Ojala)",41.0,Female,Passengers,Not applicable,Not applicable,Third,False
"Pasic, Mr. Jakob",21.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Patchett, Mr. George",19.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Paulner, Mr. Uscher",,Male,Passengers,Not applicable,Not applicable,Third,False
"Pavlovic, Mr. Stefo",32.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Peacock, Master. Alfred Edward",1.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Peacock, Miss. Treasteall",3.0,Female,Passengers,Not applicable,Not applicable,Third,False
"Peacock, Mrs. Benjamin (Edith Nile)",26.0,Female,Passengers,Not applicable,Not applicable,Third,False
"Pearce, Mr. Ernest",,Male,Passengers,Not applicable,Not applicable,Third,False
"Pedersen, Mr. Olaf",,Male,Passengers,Not applicable,Not applicable,Third,False
"Peduzzi, Mr. Joseph",,Male,Passengers,Not applicable,Not applicable,Third,False
"Pekoniemi, Mr. Edvard",21.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Peltomaki, Mr. Nikolai Johannes",25.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Perkin, Mr. John Henry",22.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Persson, Mr. Ernst Ulrik",25.0,Male,Passengers,Not applicable,Not applicable,Third,True
"Peter, Master. Michael J",,Male,Passengers,Not applicable,Not applicable,Third,True
"Peter, Miss. Anna",,Female,Passengers,Not applicable,Not applicable,Third,True
"Peter, Mrs. Catherine (Catherine Rizk)",,Female,Passengers,Not applicable,Not applicable,Third,True
"Peters, Miss. Katie",,Female,Passengers,Not applicable,Not applicable,Third,False
"Petersen, Mr. Marius",24.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Petranec, Miss. Matilda",28.0,Female,Passengers,Not applicable,Not applicable,Third,False
"Petroff, Mr. Nedelio",19.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Petroff, Mr. Pastcho ('Pentcho')",,Male,Passengers,Not applicable,Not applicable,Third,False
"Petterson, Mr. Johan Emil",25.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Pettersson, Miss. Ellen Natalia",18.0,Female,Passengers,Not applicable,Not applicable,Third,False
"Pickard, Mr. Berk (Berk Trembisky)",32.0,Male,Passengers,Not applicable,Not applicable,Third,True
"Plotcharsky, Mr. Vasil",,Male,Passengers,Not applicable,Not applicable,Third,False
"Pokrnic, Mr. Mate",17.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Pokrnic, Mr. Tome",24.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Radeff, Mr. Alexander",,Male,Passengers,Not applicable,Not applicable,Third,False
"Rasmussen, Mrs. (Lena Jacobsen Solvang)",,Female,Passengers,Not applicable,Not applicable,Third,False
"Razi, Mr. Raihed",,Male,Passengers,Not applicable,Not applicable,Third,False
"Reed, Mr. James George",,Male,Passengers,Not applicable,Not applicable,Third,False
"Rekic, Mr. Tido",38.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Reynolds, Mr. Harold J",21.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Rice, Master. Albert",10.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Rice, Master. Arthur",4.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Rice, Master. Eric",7.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Rice, Master. Eugene",2.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Rice, Master. George Hugh",8.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Rice, Mrs. William (Margaret Norton)",39.0,Female,Passengers,Not applicable,Not applicable,Third,False
"Riihivouri, Miss. Susanna Juhantytar 'Sanni'",22.0,Female,Passengers,Not applicable,Not applicable,Third,False
"Rintamaki, Mr. Matti",35.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Riordan, Miss. Johanna 'Hannah'",,Female,Passengers,Not applicable,Not applicable,Third,True
"Risien, Mr. Samuel Beard",,Male,Passengers,Not applicable,Not applicable,Third,False
"Risien, Mrs. Samuel (Emma)",,Female,Passengers,Not applicable,Not applicable,Third,False
"Robins, Mr. Alexander A",50.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Robins, Mrs. Alexander A (Grace Charity Laury)",47.0,Female,Passengers,Not applicable,Not applicable,Third,False
"Rogers, Mr. William John",,Male,Passengers,Not applicable,Not applicable,Third,False
"Rommetvedt, Mr. Knud Paust",,Male,Passengers,Not applicable,Not applicable,Third,False
"Rosblom, Miss. Salli Helena",2.0,Female,Passengers,Not applicable,Not applicable,Third,False
"Rosblom, Mr. Viktor Richard",18.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Rosblom, Mrs. Viktor (Helena Wilhelmina)",41.0,Female,Passengers,Not applicable,Not applicable,Third,False
"Roth, Miss. Sarah A",,Female,Passengers,Not applicable,Not applicable,Third,True
"Rouse, Mr. Richard Henry",50.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Rush, Mr. Alfred George John",16.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Ryan, Mr. Edward",,Male,Passengers,Not applicable,Not applicable,Third,True
"Ryan, Mr. Patrick",,Male,Passengers,Not applicable,Not applicable,Third,False
"Saad, Mr. Amin",,Male,Passengers,Not applicable,Not applicable,Third,False
"Saad, Mr. Khalil",25.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Saade, Mr. Jean Nassr",,Male,Passengers,Not applicable,Not applicable,Third,False
"Sadlier, Mr. Matthew",,Male,Passengers,Not applicable,Not applicable,Third,False
"Sadowitz, Mr. Harry",,Male,Passengers,Not applicable,Not applicable,Third,False
"Saether, Mr. Simon Sivertsen",38.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Sage, Master. Thomas Henry",,Male,Passengers,Not applicable,Not applicable,Third,False
"Sage, Master. William Henry",14.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Sage, Miss. Ada",,Female,Passengers,Not applicable,Not applicable,Third,False
"Sage, Miss. Constance Gladys",,Female,Passengers,Not applicable,Not applicable,Third,False
"Sage, Miss. Dorothy Edith 'Dolly'",,Female,Passengers,Not applicable,Not applicable,Third,False
"Sage, Miss. Stella Anna",,Female,Passengers,Not applicable,Not applicable,Third,False
"Sage, Mr. Douglas Bullen",,Male,Passengers,Not applicable,Not applicable,Third,False
"Sage, Mr. Frederick",,Male,Passengers,Not applicable,Not applicable,Third,False
"Sage, Mr. George John Jr",,Male,Passengers,Not applicable,Not applicable,Third,False
"Sage, Mr. John George",,Male,Passengers,Not applicable,Not applicable,Third,False
"Sage, Mrs. John (Annie Bullen)",,Female,Passengers,Not applicable,Not applicable,Third,False
"Salander, Mr. Karl Johan",24.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Salkjelsvik, Miss. Anna Kristine",21.0,Female,Passengers,Not applicable,Not applicable,Third,True
"Salonen, Mr. Johan Werner",39.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Samaan, Mr. Elias",,Male,Passengers,Not applicable,Not applicable,Third,False
"Samaan, Mr. Hanna",,Male,Passengers,Not applicable,Not applicable,Third,False
"Samaan, Mr. Youssef",,Male,Passengers,Not applicable,Not applicable,Third,False
"Sandstrom, Miss. Beatrice Irene",1.0,Female,Passengers,Not applicable,Not applicable,Third,True
"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",24.0,Female,Passengers,Not applicable,Not applicable,Third,True
"Sandstrom, Miss. Marguerite Rut",4.0,Female,Passengers,Not applicable,Not applicable,Third,True
"Sap, Mr. Julius",25.0,Male,Passengers,Not applicable,Not applicable,Third,True
"Saundercock, Mr. William Henry",20.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Sawyer, Mr. Frederick Charles",24.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Scanlan, Mr. James",,Male,Passengers,Not applicable,Not applicable,Third,False
"Sdycoff, Mr. Todor",,Male,Passengers,Not applicable,Not applicable,Third,False
"Shaughnessy, Mr. Patrick",,Male,Passengers,Not applicable,Not applicable,Third,False
"Sheerlinck, Mr. Jan Baptist",29.0,Male,Passengers,Not applicable,Not applicable,Third,True
"Shellard, Mr. Frederick William",,Male,Passengers,Not applicable,Not applicable,Third,False
"Shine, Miss. Ellen Natalia",,Female,Passengers,Not applicable,Not applicable,Third,True
"Shorney, Mr. Charles Joseph",,Male,Passengers,Not applicable,Not applicable,Third,False
"Simmons, Mr. John",,Male,Passengers,Not applicable,Not applicable,Third,False
"Sirayanian, Mr. Orsen",22.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Sirota, Mr. Maurice",,Male,Passengers,Not applicable,Not applicable,Third,False
"Sivic, Mr. Husein",40.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Sivola, Mr. Antti Wilhelm",21.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Sjoblom, Miss. Anna Sofia",18.0,Female,Passengers,Not applicable,Not applicable,Third,True
"Skoog, Master. Harald",4.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Skoog, Master. Karl Thorsten",10.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Skoog, Miss. Mabel",9.0,Female,Passengers,Not applicable,Not applicable,Third,False
"Skoog, Miss. Margit Elizabeth",2.0,Female,Passengers,Not applicable,Not applicable,Third,False
"Skoog, Mr. Wilhelm",40.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Skoog, Mrs. William (Anna Bernhardina Karlsson)",45.0,Female,Passengers,Not applicable,Not applicable,Third,False
"Slabenoff, Mr. Petco",,Male,Passengers,Not applicable,Not applicable,Third,False
"Slocovski, Mr. Selman Francis",,Male,Passengers,Not applicable,Not applicable,Third,False
"Smiljanic, Mr. Mile",,Male,Passengers,Not applicable,Not applicable,Third,False
"Smith, Mr. Thomas",,Male,Passengers,Not applicable,Not applicable,Third,False
"Smyth, Miss. Julia",,Female,Passengers,Not applicable,Not applicable,Third,True
"Soholt, Mr. Peter Andreas Lauritz Andersen",19.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Somerton, Mr. Francis William",30.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Spector, Mr. Woolf",,Male,Passengers,Not applicable,Not applicable,Third,False
"Spinner, Mr. Henry John",32.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Staneff, Mr. Ivan",,Male,Passengers,Not applicable,Not applicable,Third,False
"Stankovic, Mr. Ivan",33.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Stanley, Miss. Amy Zillah Elsie",23.0,Female,Passengers,Not applicable,Not applicable,Third,True
"Stanley, Mr. Edward Roland",21.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Storey, Mr. Thomas",60.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Stoytcheff, Mr. Ilia",19.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Strandberg, Miss. Ida Sofia",22.0,Female,Passengers,Not applicable,Not applicable,Third,False
"Stranden, Mr. Juho",31.0,Male,Passengers,Not applicable,Not applicable,Third,True
"Strilic, Mr. Ivan",27.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Strom, Miss. Telma Matilda",2.0,Female,Passengers,Not applicable,Not applicable,Third,False
"Strom, Mrs. Wilhelm (Elna Matilda Persson)",29.0,Female,Passengers,Not applicable,Not applicable,Third,False
"Sunderland, Mr. Victor Francis",16.0,Male,Passengers,Not applicable,Not applicable,Third,True
"Sundman, Mr. Johan Julian",44.0,Male,Passengers,Not applicable,Not applicable,Third,True
"Sutehall, Mr. Henry Jr",25.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Svensson, Mr. Johan",74.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Svensson, Mr. Johan Cervin",14.0,Male,Passengers,Not applicable,Not applicable,Third,True
"Svensson, Mr. Olof",24.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Tenglin, Mr. Gunnar Isidor",25.0,Male,Passengers,Not applicable,Not applicable,Third,True
"Theobald, Mr. Thomas Leonard",34.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Thomas, Master. Assad Alexander",0.0,Male,Passengers,Not applicable,Not applicable,Third,True
"Thomas, Mr. Charles P",,Male,Passengers,Not applicable,Not applicable,Third,False
"Thomas, Mr. John",,Male,Passengers,Not applicable,Not applicable,Third,False
"Thomas, Mr. Tannous",,Male,Passengers,Not applicable,Not applicable,Third,False
"Thomas, Mrs. Alexander (Thamine 'Thelma')",16.0,Female,Passengers,Not applicable,Not applicable,Third,True
"Thomson, Mr. Alexander Morrison",,Male,Passengers,Not applicable,Not applicable,Third,False
"Thorneycroft, Mr. Percival",,Male,Passengers,Not applicable,Not applicable,Third,False
"Thorneycroft, Mrs. Percival (Florence Kate White)",,Female,Passengers,Not applicable,Not applicable,Third,True
"Tikkanen, Mr. Juho",32.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Tobin, Mr. Roger",,Male,Passengers,Not applicable,Not applicable,Third,False
"Todoroff, Mr. Lalio",,Male,Passengers,Not applicable,Not applicable,Third,False
"Tomlin, Mr. Ernest Portage",30.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Torber, Mr. Ernst William",44.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Torfa, Mr. Assad",,Male,Passengers,Not applicable,Not applicable,Third,False
"Tornquist, Mr. William Henry",25.0,Male,Passengers,Not applicable,Not applicable,Third,True
"Toufik, Mr. Nakli",,Male,Passengers,Not applicable,Not applicable,Third,False
"Touma, Master. Georges Youssef",7.0,Male,Passengers,Not applicable,Not applicable,Third,True
"Touma, Miss. Maria Youssef",9.0,Female,Passengers,Not applicable,Not applicable,Third,True
"Touma, Mrs. Darwis (Hanne Youssef Razi)",29.0,Female,Passengers,Not applicable,Not applicable,Third,True
"Turcin, Mr. Stjepan",36.0,Male,Passengers,Not applicable,Not applicable,Third,False
"Turja, Miss. Anna Sofia",18.0,Female,Passengers,Not applicable,Not applicable,Third,True
"Turkula, Mrs. (Hedwig)",63.0,Female,Passengers,Not applicable,Not applicable,Third,True
"van Billiard, Master. James William",,Male,Passengers,Not applicable,Not applicable,Third,False
"van Billiard, Master. Walter John",12.0,Male,Passengers,Not applicable,Not applicable,Third,False
"van Billiard, Mr. Austin Blyler",40.0,Male,Passengers,Not applicable,Not applicable,Third,False
